frame,x,y,width,height,box_area,smoothed_area,area_ratio,overtake_chance,status,tracking
1026,915,496,88,51,4488,3835.266666666667,1.2682760141093474,66,⚡ MEDIUM OVERTAKE CHANCE,success
1027,915,497,83,49,4067,3864.133333333333,1.2778218694885362,68,⚡ MEDIUM OVERTAKE CHANCE,success
1028,911,495,83,49,4067,3893.0,1.2873677248677249,69,⚡ MEDIUM OVERTAKE CHANCE,success
1029,906,494,88,51,4488,3949.9333333333334,1.3061948853615521,72,🚀 HIGH OVERTAKE CHANCE!,success
1030,906,494,88,51,4488,3978.0,1.3154761904761905,73,🚀 HIGH OVERTAKE CHANCE!,success
1031,904,494,88,51,4488,4006.0666666666666,1.324757495590829,74,🚀 HIGH OVERTAKE CHANCE!,success
1032,902,495,88,51,4488,4063.0,1.343584656084656,77,🚀 HIGH OVERTAKE CHANCE!,success
1033,900,496,88,51,4488,4119.933333333333,1.3624118165784833,80,🚀 HIGH OVERTAKE CHANCE!,success
1034,899,496,88,51,4488,4176.866666666667,1.3812389770723104,83,🚀 HIGH OVERTAKE CHANCE!,success
1035,899,496,88,51,4488,4233.8,1.4000661375661376,85,🚀 HIGH OVERTAKE CHANCE!,success
1036,898,497,88,51,4488,4290.733333333334,1.418893298059965,88,🚀 HIGH OVERTAKE CHANCE!,success
1037,897,497,88,51,4488,4347.666666666667,1.437720458553792,91,🚀 HIGH OVERTAKE CHANCE!,success
1038,894,497,88,51,4488,4375.733333333334,1.4470017636684305,92,🚀 HIGH OVERTAKE CHANCE!,success
1039,890,496,92,54,4968,4435.8,1.4668650793650795,95,🚀 HIGH OVERTAKE CHANCE!,success
1040,891,497,88,51,4488,4463.866666666667,1.4761463844797178,96,🚀 HIGH OVERTAKE CHANCE!,success
1041,885,496,92,54,4968,4495.866666666667,1.4867283950617285,98,🚀 HIGH OVERTAKE CHANCE!,success
1042,884,496,92,54,4968,4555.933333333333,1.5065917107583775,100,🚀 HIGH OVERTAKE CHANCE!,success
1043,876,495,96,56,5376,4643.2,1.5354497354497354,100,🚀 HIGH OVERTAKE CHANCE!,success
1044,875,494,96,56,5376,4702.4,1.555026455026455,100,🚀 HIGH OVERTAKE CHANCE!,success
1045,873,495,96,56,5376,4761.6,1.5746031746031748,100,🚀 HIGH OVERTAKE CHANCE!,success
1046,868,494,96,56,5376,4820.8,1.5941798941798941,100,🚀 HIGH OVERTAKE CHANCE!,success
1047,867,495,96,56,5376,4880.0,1.6137566137566137,100,🚀 HIGH OVERTAKE CHANCE!,success
1048,862,495,96,56,5376,4939.2,1.6333333333333333,100,🚀 HIGH OVERTAKE CHANCE!,success
1049,854,493,101,59,5959,5037.266666666666,1.6657627865961198,100,🚀 HIGH OVERTAKE CHANCE!,success
1050,849,494,101,59,5959,5135.333333333333,1.6981922398589064,100,🚀 HIGH OVERTAKE CHANCE!,success
1051,845,494,101,59,5959,5233.4,1.730621693121693,100,🚀 HIGH OVERTAKE CHANCE!,success
1052,839,493,106,62,6572,5372.333333333333,1.7765652557319223,100,🚀 HIGH OVERTAKE CHANCE!,success
1053,835,494,101,59,5959,5470.4,1.808994708994709,100,🚀 HIGH OVERTAKE CHANCE!,success
1054,834,493,101,59,5959,5536.466666666666,1.830842151675485,100,🚀 HIGH OVERTAKE CHANCE!,success
1055,830,494,101,59,5959,5634.533333333334,1.8632716049382718,100,🚀 HIGH OVERTAKE CHANCE!,success
1056,828,493,101,59,5959,5700.6,1.8851190476190478,100,🚀 HIGH OVERTAKE CHANCE!,success
1057,824,492,106,62,6572,5807.533333333334,1.9204805996472665,100,🚀 HIGH OVERTAKE CHANCE!,success
1058,821,494,101,59,5959,5846.4,1.9333333333333331,100,🚀 HIGH OVERTAKE CHANCE!,success
1059,821,494,101,59,5959,5885.266666666666,1.9461860670194002,100,🚀 HIGH OVERTAKE CHANCE!,success
1060,818,494,101,59,5959,5924.133333333333,1.9590388007054673,100,🚀 HIGH OVERTAKE CHANCE!,success
1061,814,493,106,62,6572,6003.866666666667,1.985405643738977,100,🚀 HIGH OVERTAKE CHANCE!,success
1062,811,493,106,62,6572,6083.6,2.011772486772487,100,🚀 HIGH OVERTAKE CHANCE!,success
1063,810,493,106,62,6572,6163.333333333333,2.0381393298059964,100,🚀 HIGH OVERTAKE CHANCE!,success
1064,808,493,106,62,6572,6204.2,2.051653439153439,100,🚀 HIGH OVERTAKE CHANCE!,success
1065,808,493,106,62,6572,6245.066666666667,2.065167548500882,100,🚀 HIGH OVERTAKE CHANCE!,success
1066,806,493,106,62,6572,6285.933333333333,2.0786816578483247,100,🚀 HIGH OVERTAKE CHANCE!,success
1067,804,493,106,62,6572,6285.933333333333,2.0786816578483247,100,🚀 HIGH OVERTAKE CHANCE!,success
1068,803,492,106,62,6572,6326.8,2.092195767195767,100,🚀 HIGH OVERTAKE CHANCE!,success
1069,803,493,106,62,6572,6367.666666666667,2.10570987654321,100,🚀 HIGH OVERTAKE CHANCE!,success
1070,799,491,112,65,7280,6455.733333333334,2.1348324514991184,100,🚀 HIGH OVERTAKE CHANCE!,success
1071,797,492,112,65,7280,6543.8,2.1639550264550267,100,🚀 HIGH OVERTAKE CHANCE!,success
1072,799,494,106,62,6572,6543.8,2.1639550264550267,100,🚀 HIGH OVERTAKE CHANCE!,success
1073,798,494,106,62,6572,6584.666666666667,2.177469135802469,100,🚀 HIGH OVERTAKE CHANCE!,success
1074,799,496,101,59,5959,6584.666666666667,2.177469135802469,100,🚀 HIGH OVERTAKE CHANCE!,success
1075,797,495,106,62,6572,6625.533333333334,2.190983245149912,100,🚀 HIGH OVERTAKE CHANCE!,success
1076,794,497,106,62,6572,6625.533333333334,2.190983245149912,100,🚀 HIGH OVERTAKE CHANCE!,success
1077,794,498,106,62,6572,6625.533333333334,2.190983245149912,100,🚀 HIGH OVERTAKE CHANCE!,success
1078,792,499,106,62,6572,6625.533333333334,2.190983245149912,100,🚀 HIGH OVERTAKE CHANCE!,success
1079,793,500,106,62,6572,6625.533333333334,2.190983245149912,100,🚀 HIGH OVERTAKE CHANCE!,success
1080,790,500,106,62,6572,6625.533333333334,2.190983245149912,100,🚀 HIGH OVERTAKE CHANCE!,success
1081,788,501,106,62,6572,6625.533333333334,2.190983245149912,100,🚀 HIGH OVERTAKE CHANCE!,success
1082,788,501,106,62,6572,6625.533333333334,2.190983245149912,100,🚀 HIGH OVERTAKE CHANCE!,success
1083,785,502,106,62,6572,6625.533333333334,2.190983245149912,100,🚀 HIGH OVERTAKE CHANCE!,success
1084,785,502,106,62,6572,6625.533333333334,2.190983245149912,100,🚀 HIGH OVERTAKE CHANCE!,success
1085,781,501,112,65,7280,6625.533333333334,2.190983245149912,100,🚀 HIGH OVERTAKE CHANCE!,success
1086,783,502,106,62,6572,6578.333333333333,2.175374779541446,100,🚀 HIGH OVERTAKE CHANCE!,success
1087,782,501,106,62,6572,6578.333333333333,2.175374779541446,100,🚀 HIGH OVERTAKE CHANCE!,success
1088,777,499,112,65,7280,6625.533333333334,2.190983245149912,100,🚀 HIGH OVERTAKE CHANCE!,success
1089,777,499,112,65,7280,6713.6,2.2201058201058204,100,🚀 HIGH OVERTAKE CHANCE!,success
1090,776,499,112,65,7280,6760.8,2.2357142857142858,100,🚀 HIGH OVERTAKE CHANCE!,success
1091,772,497,117,68,7956,6853.066666666667,2.2662257495590827,100,🚀 HIGH OVERTAKE CHANCE!,success
1092,771,497,117,68,7956,6945.333333333333,2.29673721340388,100,🚀 HIGH OVERTAKE CHANCE!,success
1093,770,496,117,68,7956,7037.6,2.3272486772486776,100,🚀 HIGH OVERTAKE CHANCE!,success
1094,771,496,112,65,7280,7084.8,2.342857142857143,100,🚀 HIGH OVERTAKE CHANCE!,success
1095,771,496,112,65,7280,7132.0,2.3584656084656084,100,🚀 HIGH OVERTAKE CHANCE!,success
1096,769,494,117,68,7956,7224.266666666666,2.3889770723104053,100,🚀 HIGH OVERTAKE CHANCE!,success
1097,769,493,117,68,7956,7316.533333333334,2.4194885361552028,100,🚀 HIGH OVERTAKE CHANCE!,success
1098,768,492,117,68,7956,7408.8,2.45,100,🚀 HIGH OVERTAKE CHANCE!,success
1099,768,492,117,68,7956,7501.066666666667,2.480511463844797,100,🚀 HIGH OVERTAKE CHANCE!,success
1100,767,492,117,68,7956,7546.133333333333,2.4954144620811287,100,🚀 HIGH OVERTAKE CHANCE!,success
1101,768,493,112,65,7280,7593.333333333333,2.511022927689594,100,🚀 HIGH OVERTAKE CHANCE!,success
1102,763,492,117,68,7956,7685.6,2.5415343915343915,100,🚀 HIGH OVERTAKE CHANCE!,success
1103,766,493,112,65,7280,7685.6,2.5415343915343915,100,🚀 HIGH OVERTAKE CHANCE!,success
1104,766,493,112,65,7280,7685.6,2.5415343915343915,100,🚀 HIGH OVERTAKE CHANCE!,success
1105,766,492,112,65,7280,7685.6,2.5415343915343915,100,🚀 HIGH OVERTAKE CHANCE!,success
1106,764,491,117,68,7956,7685.6,2.5415343915343915,100,🚀 HIGH OVERTAKE CHANCE!,success
1107,767,492,112,65,7280,7640.533333333334,2.52663139329806,100,🚀 HIGH OVERTAKE CHANCE!,success
1108,767,492,112,65,7280,7595.466666666666,2.5117283950617284,100,🚀 HIGH OVERTAKE CHANCE!,success
1109,768,492,112,65,7280,7595.466666666666,2.5117283950617284,100,🚀 HIGH OVERTAKE CHANCE!,success
1110,769,491,112,65,7280,7595.466666666666,2.5117283950617284,100,🚀 HIGH OVERTAKE CHANCE!,success
1111,767,491,117,68,7956,7595.466666666666,2.5117283950617284,100,🚀 HIGH OVERTAKE CHANCE!,success
1112,768,490,117,68,7956,7595.466666666666,2.5117283950617284,100,🚀 HIGH OVERTAKE CHANCE!,success
1113,771,492,112,65,7280,7550.4,2.496825396825397,100,🚀 HIGH OVERTAKE CHANCE!,success
1114,771,492,112,65,7280,7505.333333333333,2.4819223985890653,100,🚀 HIGH OVERTAKE CHANCE!,success
1115,768,491,117,68,7956,7505.333333333333,2.4819223985890653,100,🚀 HIGH OVERTAKE CHANCE!,success
1116,768,491,117,68,7956,7550.4,2.496825396825397,100,🚀 HIGH OVERTAKE CHANCE!,success
1117,769,492,117,68,7956,7550.4,2.496825396825397,100,🚀 HIGH OVERTAKE CHANCE!,success
1118,769,492,117,68,7956,7595.466666666666,2.5117283950617284,100,🚀 HIGH OVERTAKE CHANCE!,success
1119,768,493,117,68,7956,7640.533333333334,2.52663139329806,100,🚀 HIGH OVERTAKE CHANCE!,success
1120,768,493,117,68,7956,7685.6,2.5415343915343915,100,🚀 HIGH OVERTAKE CHANCE!,success
1121,769,494,117,68,7956,7685.6,2.5415343915343915,100,🚀 HIGH OVERTAKE CHANCE!,success
1122,770,494,117,68,7956,7730.666666666667,2.556437389770723,100,🚀 HIGH OVERTAKE CHANCE!,success
1123,771,494,117,68,7956,7775.733333333334,2.5713403880070547,100,🚀 HIGH OVERTAKE CHANCE!,success
1124,771,495,117,68,7956,7820.8,2.5862433862433862,100,🚀 HIGH OVERTAKE CHANCE!,success
1125,771,495,117,68,7956,7865.866666666667,2.601146384479718,100,🚀 HIGH OVERTAKE CHANCE!,success
1126,768,495,123,72,8856,7925.866666666667,2.6209876543209876,100,🚀 HIGH OVERTAKE CHANCE!,success
1127,769,495,123,72,8856,7985.866666666667,2.6408289241622573,100,🚀 HIGH OVERTAKE CHANCE!,success
1128,768,496,123,72,8856,8090.933333333333,2.675573192239859,100,🚀 HIGH OVERTAKE CHANCE!,success
1129,768,497,123,72,8856,8196.0,2.7103174603174605,100,🚀 HIGH OVERTAKE CHANCE!,success
1130,767,498,123,72,8856,8256.0,2.7301587301587302,100,🚀 HIGH OVERTAKE CHANCE!,success
1131,766,499,123,72,8856,8316.0,2.75,100,🚀 HIGH OVERTAKE CHANCE!,success
1132,766,499,123,72,8856,8376.0,2.7698412698412698,100,🚀 HIGH OVERTAKE CHANCE!,success
1133,762,498,129,75,9675,8490.6,2.8077380952380953,100,🚀 HIGH OVERTAKE CHANCE!,success
1134,763,499,129,75,9675,8605.2,2.8456349206349207,100,🚀 HIGH OVERTAKE CHANCE!,success
1135,763,500,129,75,9675,8719.8,2.883531746031746,100,🚀 HIGH OVERTAKE CHANCE!,success
1136,763,501,129,75,9675,8834.4,2.9214285714285713,100,🚀 HIGH OVERTAKE CHANCE!,success
1137,759,500,136,79,10744,9020.266666666666,2.9828924162257495,100,🚀 HIGH OVERTAKE CHANCE!,success
1138,757,499,143,83,11869,9281.133333333333,3.0691578483245148,100,🚀 HIGH OVERTAKE CHANCE!,success
1139,757,498,143,83,11869,9542.0,3.1554232804232805,100,🚀 HIGH OVERTAKE CHANCE!,success
1140,761,500,136,79,10744,9727.866666666667,3.2168871252204587,100,🚀 HIGH OVERTAKE CHANCE!,success
1141,758,499,143,83,11869,9928.733333333334,3.283311287477954,100,🚀 HIGH OVERTAKE CHANCE!,success
1142,756,497,150,87,13050,10208.333333333334,3.3757716049382718,100,🚀 HIGH OVERTAKE CHANCE!,success
1143,758,496,150,87,13050,10487.933333333332,3.468231922398589,100,🚀 HIGH OVERTAKE CHANCE!,success
1144,758,496,150,87,13050,10767.533333333333,3.5606922398589065,100,🚀 HIGH OVERTAKE CHANCE!,success
1145,758,496,150,87,13050,11047.133333333333,3.653152557319224,100,🚀 HIGH OVERTAKE CHANCE!,success
1146,754,493,157,92,14444,11419.666666666666,3.77634479717813,100,🚀 HIGH OVERTAKE CHANCE!,success
1147,759,496,150,87,13050,11699.266666666666,3.8688051146384477,100,🚀 HIGH OVERTAKE CHANCE!,success
1148,754,494,157,92,14444,12017.2,3.9739417989417993,100,🚀 HIGH OVERTAKE CHANCE!,success
1149,758,497,150,87,13050,12242.2,4.048346560846561,100,🚀 HIGH OVERTAKE CHANCE!,success
1150,757,497,150,87,13050,12467.2,4.122751322751323,100,🚀 HIGH OVERTAKE CHANCE!,success
1151,756,498,150,87,13050,12692.2,4.1971560846560845,100,🚀 HIGH OVERTAKE CHANCE!,success
1152,753,496,157,92,14444,12938.866666666667,4.278725749559083,100,🚀 HIGH OVERTAKE CHANCE!,success
1153,754,496,157,92,14444,13110.533333333333,4.3354938271604935,100,🚀 HIGH OVERTAKE CHANCE!,success
1154,756,496,157,92,14444,13282.2,4.392261904761905,100,🚀 HIGH OVERTAKE CHANCE!,success
1155,756,496,157,92,14444,13528.866666666667,4.473831569664903,100,🚀 HIGH OVERTAKE CHANCE!,success
1156,755,494,165,96,15840,13793.6,4.561375661375662,100,🚀 HIGH OVERTAKE CHANCE!,success
1157,755,494,165,96,15840,13979.6,4.622883597883598,100,🚀 HIGH OVERTAKE CHANCE!,success
1158,755,491,173,101,17473,14274.466666666667,4.720392416225749,100,🚀 HIGH OVERTAKE CHANCE!,success
1159,756,490,173,101,17473,14569.333333333334,4.817901234567901,100,🚀 HIGH OVERTAKE CHANCE!,success
1160,756,490,173,101,17473,14864.2,4.915410052910053,100,🚀 HIGH OVERTAKE CHANCE!,success
1161,757,490,173,101,17473,15066.133333333333,4.982186948853616,100,🚀 HIGH OVERTAKE CHANCE!,success
1162,758,490,173,101,17473,15361.0,5.079695767195767,100,🚀 HIGH OVERTAKE CHANCE!,success
1163,758,491,173,101,17473,15562.933333333332,5.146472663139329,100,🚀 HIGH OVERTAKE CHANCE!,success
1164,759,491,173,101,17473,15857.8,5.243981481481481,100,🚀 HIGH OVERTAKE CHANCE!,success
1165,759,491,173,101,17473,16152.666666666666,5.341490299823633,100,🚀 HIGH OVERTAKE CHANCE!,success
1166,760,491,173,101,17473,16447.533333333333,5.438999118165785,100,🚀 HIGH OVERTAKE CHANCE!,success
1167,761,491,173,101,17473,16649.466666666667,5.5057760141093475,100,🚀 HIGH OVERTAKE CHANCE!,success
1168,763,491,173,101,17473,16851.4,5.57255291005291,100,🚀 HIGH OVERTAKE CHANCE!,success
1169,759,489,182,106,19292,17174.6,5.679431216931216,100,🚀 HIGH OVERTAKE CHANCE!,success
1170,762,489,182,106,19292,17497.8,5.786309523809524,100,🚀 HIGH OVERTAKE CHANCE!,success
1171,769,492,173,101,17473,17606.666666666668,5.82231040564374,100,🚀 HIGH OVERTAKE CHANCE!,success
1172,770,492,173,101,17473,17715.533333333333,5.858311287477954,100,🚀 HIGH OVERTAKE CHANCE!,success
1173,773,492,173,101,17473,17715.533333333333,5.858311287477954,100,🚀 HIGH OVERTAKE CHANCE!,success
1174,773,492,173,101,17473,17715.533333333333,5.858311287477954,100,🚀 HIGH OVERTAKE CHANCE!,success
1175,774,493,173,101,17473,17715.533333333333,5.858311287477954,100,🚀 HIGH OVERTAKE CHANCE!,success
1176,780,495,165,96,15840,17606.666666666668,5.82231040564374,100,🚀 HIGH OVERTAKE CHANCE!,success
1177,779,496,165,96,15840,17497.8,5.786309523809524,100,🚀 HIGH OVERTAKE CHANCE!,success
1178,775,495,173,101,17473,17497.8,5.786309523809524,100,🚀 HIGH OVERTAKE CHANCE!,success
1179,776,495,173,101,17473,17497.8,5.786309523809524,100,🚀 HIGH OVERTAKE CHANCE!,success
1180,776,495,173,101,17473,17497.8,5.786309523809524,100,🚀 HIGH OVERTAKE CHANCE!,success
1181,781,498,165,96,15840,17388.933333333334,5.750308641975309,100,🚀 HIGH OVERTAKE CHANCE!,success
1182,777,496,173,101,17473,17388.933333333334,5.750308641975309,100,🚀 HIGH OVERTAKE CHANCE!,success
1183,778,496,173,101,17473,17388.933333333334,5.750308641975309,100,🚀 HIGH OVERTAKE CHANCE!,success
1184,784,498,165,96,15840,17158.8,5.674206349206349,100,🚀 HIGH OVERTAKE CHANCE!,success
1185,781,496,173,101,17473,17037.533333333333,5.634104938271605,100,🚀 HIGH OVERTAKE CHANCE!,success
1186,783,495,173,101,17473,17037.533333333333,5.634104938271605,100,🚀 HIGH OVERTAKE CHANCE!,success
1187,784,495,173,101,17473,17037.533333333333,5.634104938271605,100,🚀 HIGH OVERTAKE CHANCE!,success
1188,788,494,173,101,17473,17037.533333333333,5.634104938271605,100,🚀 HIGH OVERTAKE CHANCE!,success
1189,789,494,173,101,17473,17037.533333333333,5.634104938271605,100,🚀 HIGH OVERTAKE CHANCE!,success
1190,789,494,173,101,17473,17037.533333333333,5.634104938271605,100,🚀 HIGH OVERTAKE CHANCE!,success
1191,790,493,173,101,17473,17146.4,5.670105820105821,100,🚀 HIGH OVERTAKE CHANCE!,success
1192,790,493,173,101,17473,17255.266666666666,5.706106701940035,100,🚀 HIGH OVERTAKE CHANCE!,success
1193,790,493,173,101,17473,17255.266666666666,5.706106701940035,100,🚀 HIGH OVERTAKE CHANCE!,success
1194,794,495,165,96,15840,17146.4,5.670105820105821,100,🚀 HIGH OVERTAKE CHANCE!,success
1195,790,493,173,101,17473,17146.4,5.670105820105821,100,🚀 HIGH OVERTAKE CHANCE!,success
1196,794,495,165,96,15840,17146.4,5.670105820105821,100,🚀 HIGH OVERTAKE CHANCE!,success
1197,791,493,173,101,17473,17146.4,5.670105820105821,100,🚀 HIGH OVERTAKE CHANCE!,success
1198,793,492,173,101,17473,17146.4,5.670105820105821,100,🚀 HIGH OVERTAKE CHANCE!,success
1199,793,492,173,101,17473,17255.266666666666,5.706106701940035,100,🚀 HIGH OVERTAKE CHANCE!,success
1200,794,492,173,101,17473,17255.266666666666,5.706106701940035,100,🚀 HIGH OVERTAKE CHANCE!,success
1201,796,491,173,101,17473,17255.266666666666,5.706106701940035,100,🚀 HIGH OVERTAKE CHANCE!,success
1202,796,491,173,101,17473,17255.266666666666,5.706106701940035,100,🚀 HIGH OVERTAKE CHANCE!,success
1203,801,493,165,96,15840,17146.4,5.670105820105821,100,🚀 HIGH OVERTAKE CHANCE!,success
1204,798,491,173,101,17473,17146.4,5.670105820105821,100,🚀 HIGH OVERTAKE CHANCE!,success
1205,802,494,165,96,15840,17037.533333333333,5.634104938271605,100,🚀 HIGH OVERTAKE CHANCE!,success
1206,797,493,173,101,17473,17037.533333333333,5.634104938271605,100,🚀 HIGH OVERTAKE CHANCE!,success
1207,801,496,165,96,15840,16928.666666666668,5.59810405643739,100,🚀 HIGH OVERTAKE CHANCE!,success
1208,796,496,173,101,17473,16928.666666666668,5.59810405643739,100,🚀 HIGH OVERTAKE CHANCE!,success
1209,799,498,165,96,15840,16928.666666666668,5.59810405643739,100,🚀 HIGH OVERTAKE CHANCE!,success
1210,799,500,165,96,15840,16819.8,5.562103174603174,100,🚀 HIGH OVERTAKE CHANCE!,success
1211,801,504,157,92,14444,16726.733333333334,5.531327160493827,100,🚀 HIGH OVERTAKE CHANCE!,success
1212,800,505,157,92,14444,16524.8,5.464550264550264,100,🚀 HIGH OVERTAKE CHANCE!,success
1213,798,504,165,96,15840,16415.933333333334,5.428549382716049,100,🚀 HIGH OVERTAKE CHANCE!,success
1214,799,504,165,96,15840,16307.066666666668,5.392548500881834,100,🚀 HIGH OVERTAKE CHANCE!,success
1215,800,504,165,96,15840,16198.2,5.356547619047619,100,🚀 HIGH OVERTAKE CHANCE!,success
1216,802,501,173,101,17473,16198.2,5.356547619047619,100,🚀 HIGH OVERTAKE CHANCE!,success
1217,802,500,173,101,17473,16198.2,5.356547619047619,100,🚀 HIGH OVERTAKE CHANCE!,success
1218,800,496,182,106,19292,16428.333333333332,5.432649911816578,100,🚀 HIGH OVERTAKE CHANCE!,success
1219,798,493,191,111,21201,16676.866666666665,5.514836860670194,100,🚀 HIGH OVERTAKE CHANCE!,success
1220,800,492,191,111,21201,17034.266666666666,5.633024691358025,100,🚀 HIGH OVERTAKE CHANCE!,success
1221,799,489,201,117,23517,17437.2,5.766269841269842,100,🚀 HIGH OVERTAKE CHANCE!,success
1222,799,489,201,117,23517,17949.0,5.935515873015873,100,🚀 HIGH OVERTAKE CHANCE!,success
1223,802,489,201,117,23517,18351.933333333334,6.06876102292769,100,🚀 HIGH OVERTAKE CHANCE!,success
1224,802,489,201,117,23517,18863.733333333334,6.238007054673721,100,🚀 HIGH OVERTAKE CHANCE!,success
1225,804,488,201,117,23517,19375.533333333333,6.407253086419753,100,🚀 HIGH OVERTAKE CHANCE!,success
1226,805,488,201,117,23517,19980.4,6.607275132275133,100,🚀 HIGH OVERTAKE CHANCE!,success
1227,808,488,201,117,23517,20585.266666666666,6.807297178130511,100,🚀 HIGH OVERTAKE CHANCE!,success
1228,805,485,211,123,25953,21259.466666666667,7.030246913580247,100,🚀 HIGH OVERTAKE CHANCE!,success
1229,808,485,211,123,25953,21933.666666666668,7.253196649029983,100,🚀 HIGH OVERTAKE CHANCE!,success
1230,809,486,211,123,25953,22607.866666666665,7.476146384479717,100,🚀 HIGH OVERTAKE CHANCE!,success
1231,812,486,211,123,25953,23173.2,7.663095238095238,100,🚀 HIGH OVERTAKE CHANCE!,success
1232,814,486,211,123,25953,23738.533333333333,7.850044091710759,100,🚀 HIGH OVERTAKE CHANCE!,success
1233,818,486,211,123,25953,24182.6,7.996891534391534,100,🚀 HIGH OVERTAKE CHANCE!,success
1234,820,486,211,123,25953,24499.4,8.10165343915344,100,🚀 HIGH OVERTAKE CHANCE!,success
1235,822,486,211,123,25953,24816.2,8.206415343915344,100,🚀 HIGH OVERTAKE CHANCE!,success
1236,826,486,211,123,25953,24978.6,8.260119047619048,100,🚀 HIGH OVERTAKE CHANCE!,success
1237,828,486,211,123,25953,25141.0,8.313822751322752,100,🚀 HIGH OVERTAKE CHANCE!,success
1238,827,483,221,129,28509,25473.8,8.42387566137566,100,🚀 HIGH OVERTAKE CHANCE!,success
1239,829,484,221,129,28509,25806.6,8.533928571428572,100,🚀 HIGH OVERTAKE CHANCE!,success
1240,832,484,221,129,28509,26139.4,8.643981481481482,100,🚀 HIGH OVERTAKE CHANCE!,success
1241,838,484,221,129,28509,26472.2,8.754034391534391,100,🚀 HIGH OVERTAKE CHANCE!,success
1242,840,485,221,129,28509,26805.0,8.864087301587302,100,🚀 HIGH OVERTAKE CHANCE!,success
1243,847,484,221,129,28509,26975.4,8.920436507936508,100,🚀 HIGH OVERTAKE CHANCE!,success
1244,850,484,221,129,28509,27145.8,8.976785714285715,100,🚀 HIGH OVERTAKE CHANCE!,success
1245,852,485,221,129,28509,27316.2,9.033134920634922,100,🚀 HIGH OVERTAKE CHANCE!,success
1246,858,484,221,129,28509,27486.6,9.089484126984127,100,🚀 HIGH OVERTAKE CHANCE!,success
1247,861,483,221,129,28509,27657.0,9.145833333333334,100,🚀 HIGH OVERTAKE CHANCE!,success
1248,870,483,221,129,28509,27827.4,9.202182539682541,100,🚀 HIGH OVERTAKE CHANCE!,success
1249,874,482,221,129,28509,27997.8,9.258531746031746,100,🚀 HIGH OVERTAKE CHANCE!,success
1250,876,483,221,129,28509,28168.2,9.314880952380953,100,🚀 HIGH OVERTAKE CHANCE!,success
1251,887,485,211,123,25953,28168.2,9.314880952380953,100,🚀 HIGH OVERTAKE CHANCE!,success
1252,892,485,211,123,25953,28168.2,9.314880952380953,100,🚀 HIGH OVERTAKE CHANCE!,success
1253,898,485,211,123,25953,27997.8,9.258531746031746,100,🚀 HIGH OVERTAKE CHANCE!,success
1254,897,485,211,123,25953,27827.4,9.202182539682541,100,🚀 HIGH OVERTAKE CHANCE!,success
1255,902,485,211,123,25953,27657.0,9.145833333333334,100,🚀 HIGH OVERTAKE CHANCE!,success
1256,911,485,211,123,25953,27486.6,9.089484126984127,100,🚀 HIGH OVERTAKE CHANCE!,success
1257,914,485,211,123,25953,27316.2,9.033134920634922,100,🚀 HIGH OVERTAKE CHANCE!,success
1258,921,486,211,123,25953,27145.8,8.976785714285715,100,🚀 HIGH OVERTAKE CHANCE!,success
1259,927,486,211,123,25953,26975.4,8.920436507936508,100,🚀 HIGH OVERTAKE CHANCE!,success
1260,931,486,211,123,25953,26805.0,8.864087301587302,100,🚀 HIGH OVERTAKE CHANCE!,success
1261,939,486,211,123,25953,26634.6,8.807738095238095,100,🚀 HIGH OVERTAKE CHANCE!,success
1262,944,486,211,123,25953,26464.2,8.75138888888889,100,🚀 HIGH OVERTAKE CHANCE!,success
1263,951,486,211,123,25953,26293.8,8.695039682539683,100,🚀 HIGH OVERTAKE CHANCE!,success
1264,955,486,211,123,25953,26123.4,8.638690476190476,100,🚀 HIGH OVERTAKE CHANCE!,success
1265,957,486,211,123,25953,25953.0,8.58234126984127,100,🚀 HIGH OVERTAKE CHANCE!,success
1266,966,486,211,123,25953,25953.0,8.58234126984127,100,🚀 HIGH OVERTAKE CHANCE!,success
1267,971,485,211,123,25953,25953.0,8.58234126984127,100,🚀 HIGH OVERTAKE CHANCE!,success
1268,979,484,211,123,25953,25953.0,8.58234126984127,100,🚀 HIGH OVERTAKE CHANCE!,success
1269,980,484,211,123,25953,25953.0,8.58234126984127,100,🚀 HIGH OVERTAKE CHANCE!,success
1270,981,484,211,123,25953,25953.0,8.58234126984127,100,🚀 HIGH OVERTAKE CHANCE!,success
1271,989,481,211,123,25953,25953.0,8.58234126984127,100,🚀 HIGH OVERTAKE CHANCE!,success
1272,990,481,211,123,25953,25953.0,8.58234126984127,100,🚀 HIGH OVERTAKE CHANCE!,success
1273,995,478,211,123,25953,25953.0,8.58234126984127,100,🚀 HIGH OVERTAKE CHANCE!,success
1274,998,477,211,123,25953,25953.0,8.58234126984127,100,🚀 HIGH OVERTAKE CHANCE!,success
1275,998,476,211,123,25953,25953.0,8.58234126984127,100,🚀 HIGH OVERTAKE CHANCE!,success
1276,1002,474,211,123,25953,25953.0,8.58234126984127,100,🚀 HIGH OVERTAKE CHANCE!,success
1277,1004,474,211,123,25953,25953.0,8.58234126984127,100,🚀 HIGH OVERTAKE CHANCE!,success
1278,1006,472,211,123,25953,25953.0,8.58234126984127,100,🚀 HIGH OVERTAKE CHANCE!,success
1279,1007,472,211,123,25953,25953.0,8.58234126984127,100,🚀 HIGH OVERTAKE CHANCE!,success
